"index","Familie","Gattung","Art","D_2__Anaerolineae","D_2__Bacilli","D_2__Bacteroidia","D_2__Clostridia","D_2__Coriobacteriia","D_2__Deltaproteobacteria","D_2__Erysipelotrichia","D_2__Fibrobacteria","D_2__Gammaproteobacteria","D_2__Methanobacteria","D_2__Methanomicrobia","D_2__Negativicutes","D_2__Saccharimonadia","D_2__Spirochaetia","D_2__Synergistia","D_2__Verrucomicrobiae","D_2__Actinobacteria","D_2__Fusobacteriia","D_2__Campylobacteria","D_2__Mollicutes","D_2__Planctomycetacia","D_2__Thermoplasmata","D_2__Burkholderiales bacterium Beta_02","D_2__Elusimicrobia","D_2__Endomicrobia","D_2__Alphaproteobacteria","D_2__Chloroflexia","D_2__Oxyphotobacteria","D_2__Melainabacteria","D_2__Lentisphaeria","D_2__Metamonada","D_2__Leptospirae","D_2__Deferribacteres","D_2__Blastocatellia","D_2__Nucletmycea","D_2__Oligosphaeria"
"BE0503ZEBR5","Equidae","Equus","Bergzebra",38,40,1948,7142,47,20,48,81,177,302,120,184,64,1840,74,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403PAND","Ailuridae","Ailurus","Roter_Panda",0,11707,46,1981,0,0,2558,0,3005,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403WALD","Canidae","Speothos","Waldhund",0,2638,628,11870,0,0,528,0,1305,0,0,0,0,0,0,0,75,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR1","Equidae","Equus","Bergzebra",0,0,1472,1473,0,0,16,455,0,0,34,219,0,1326,0,191,0,0,79,18,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR2","Equidae","Equus","Bergzebra",0,29,2089,2462,0,0,10,330,0,83,34,167,0,1590,0,127,0,0,33,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR3","Equidae","Equus","Bergzebra",0,140,1539,2273,0,0,0,781,0,115,40,178,0,860,0,263,0,0,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR4","Equidae","Equus","Bergzebra",0,0,1551,1742,0,0,24,769,0,47,122,161,0,1356,72,57,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR5","Equidae","Equus","Bergzebra",0,0,2474,3548,0,0,0,429,21,206,175,179,0,2442,129,378,0,0,203,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR6","Equidae","Equus","Bergzebra",0,0,778,368,0,0,0,45,0,0,92,20,0,982,20,49,0,0,118,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR7","Equidae","Equus","Bergzebra",0,493,4787,5041,0,10,108,1088,0,23,155,482,0,4167,94,281,0,0,150,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0403ZEBR8","Equidae","Equus","Bergzebra",0,0,6588,7238,0,0,335,303,49,745,456,295,188,2209,310,652,0,0,196,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0503ZEBR1","Equidae","Equus","Bergzebra",0,205,2695,10005,0,0,117,65,0,241,237,62,0,4928,312,829,0,0,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0503ZEBR2","Equidae","Equus","Bergzebra",0,42,2782,12075,176,0,291,63,0,752,435,125,70,2550,29,1196,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0503ZEBR3","Equidae","Equus","Bergzebra",0,119,1720,6066,0,0,141,0,0,349,248,12,30,2084,70,1537,0,0,25,0,35,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0503ZEBR4","Equidae","Equus","Bergzebra",0,112,1501,5984,0,0,0,193,25,379,178,30,66,2137,92,879,0,0,240,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0503ZEBR6","Equidae","Equus","Bergzebra",0,0,840,1212,0,0,0,486,0,38,0,199,0,1027,0,74,0,0,30,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"BER0503ZEBR7","Equidae","Equus","Bergzebra",0,19,3097,4595,90,0,184,386,32,1559,231,36,91,1236,51,691,0,0,18,261,70,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0503ZEBR8","Equidae","Equus","Bergzebra",0,207,4442,4283,0,0,37,2014,0,145,129,546,91,2459,0,86,0,0,112,25,0,18,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR1","Equidae","Equus","Bergzebra",0,0,599,671,0,0,0,281,0,29,54,40,0,561,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR2","Equidae","Equus","Bergzebra",0,482,1418,2613,0,0,0,213,0,140,93,14,45,719,46,467,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR3","Equidae","Equus","Bergzebra",0,0,1214,1113,0,12,0,335,0,26,0,166,0,1417,20,195,0,0,95,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR4","Equidae","Equus","Bergzebra",0,12,6948,6081,0,0,69,1469,0,499,530,345,20,3111,111,432,0,0,176,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR5","Equidae","Equus","Bergzebra",0,0,983,1132,0,0,0,247,0,0,51,73,0,881,11,173,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR6","Equidae","Equus","Bergzebra",0,40,2343,2770,0,13,30,1459,0,0,38,470,0,2317,0,75,0,0,63,0,0,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR7","Equidae","Equus","Bergzebra",0,70,2510,4376,0,0,33,680,0,179,101,52,0,1792,0,160,0,0,15,42,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0603ZEBR8","Equidae","Equus","Bergzebra",0,189,3311,3700,0,26,100,1789,32,67,88,506,0,2450,0,149,0,0,103,45,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805GEPA1","Felidae","Acinonyx","Gepard",0,63,3898,2264,0,0,0,0,133,0,0,619,0,0,0,0,0,6742,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805GEPA2","Felidae","Acinonyx","Gepard",0,452,0,41755,0,0,0,0,3285,0,0,135,0,0,0,0,0,7217,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805LOEF1","Canidae","Otocyon","Loeffelhund",0,0,3012,1228,0,0,0,0,381,0,0,794,0,0,0,0,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805LOEF2","Canidae","Otocyon","Loeffelhund",0,0,1231,1674,0,0,70,0,1080,0,0,1693,0,0,0,0,0,1037,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805MAEH1","Canidae","Chrysocyon","Maehnenwolf",0,0,3558,1239,0,0,0,0,2029,0,0,407,0,0,0,0,0,4037,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805MAEH2","Canidae","Chrysocyon","Maehnenwolf",0,540,1701,6190,0,0,166,0,1390,307,0,352,0,0,0,0,0,5332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805NEBE1","Felidae","Panthera","Nebelparder",0,0,2060,6245,0,0,504,0,65,0,0,683,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805PAND1","Ailuridae","Ailurus","Roter_Panda",0,1919,1870,0,0,0,89,0,12258,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805PAND2","Ailuridae","Ailurus","Roter_Panda",0,0,0,4249,0,0,1204,0,6210,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805SEEL1","Felidae","Panthera","Schneeleopard",0,298,920,4898,191,0,210,0,384,0,0,731,0,0,0,0,0,5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805SEEL2","Felidae","Panthera","Schneeleopard",0,50,3367,6311,352,0,302,0,3401,0,0,4154,0,0,0,0,0,4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA1","Felidae","Panthera","Tiger",0,0,2567,3066,0,0,0,0,127,0,0,761,0,0,0,0,0,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA2","Felidae","Panthera","Tiger",0,0,4153,1158,0,0,0,0,1925,0,0,1086,0,0,0,0,0,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA3","Felidae","Panthera","Tiger",0,382,3586,7477,0,0,0,0,381,0,0,513,0,0,0,0,0,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA4","Felidae","Panthera","Tiger",0,0,1519,3656,0,0,0,0,357,0,0,562,0,0,0,0,0,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA5","Felidae","Panthera","Tiger",0,0,2371,2080,0,0,0,0,691,0,0,689,0,0,0,0,0,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805TIGA6","Felidae","Panthera","Tiger",0,179,1305,10374,0,0,380,0,1578,0,0,181,0,0,0,0,0,3435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805WALD1","Canidae","Speothos","Waldhund",0,1481,91,3718,0,0,0,0,1562,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805WALD2","Canidae","Speothos","Waldhund",0,2811,504,5404,0,0,0,0,1251,0,0,298,0,0,0,0,77,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0805WALD3","Canidae","Speothos","Waldhund",0,18,5200,1867,0,0,0,0,2221,0,0,1153,0,0,0,0,0,4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905TIGA7","Felidae","Panthera","Tiger",0,0,2037,1356,0,0,0,0,708,0,0,812,0,0,0,0,0,1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905TIGA8","Felidae","Panthera","Tiger",0,0,1931,550,0,0,0,0,507,0,0,2888,0,0,0,0,0,2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905TIGA9","Felidae","Panthera","Tiger",0,84,5264,5621,0,0,0,0,355,0,0,443,0,0,0,0,0,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD10","Canidae","Speothos","Waldhund",0,1586,301,23,0,0,0,0,2209,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD4","Canidae","Speothos","Waldhund",0,0,1811,2153,0,162,60,0,251,0,0,562,0,0,0,211,0,2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD5","Canidae","Speothos","Waldhund",0,0,669,5459,0,0,126,0,536,0,0,0,0,0,0,0,0,2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD6","Canidae","Speothos","Waldhund",0,342,3169,2888,0,0,0,0,833,0,0,86,0,0,0,0,0,6817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD7","Canidae","Speothos","Waldhund",0,0,1153,132,0,0,0,0,518,0,0,247,0,0,0,190,0,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD8","Canidae","Speothos","Waldhund",0,0,1071,445,0,194,0,0,94,0,0,569,0,0,0,0,0,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER0905WALD9","Canidae","Speothos","Waldhund",0,0,3716,4120,0,0,0,0,2838,192,0,174,0,0,0,0,0,6694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER1505GEPA2","Felidae","Acinonyx","Gepard",0,257,7454,6869,141,0,30,0,1498,0,0,1729,0,0,0,0,0,9920,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER1505LEOP1","Felidae","Panthera","Leopard",0,0,3660,1083,0,0,0,0,393,0,0,1797,0,0,0,0,0,2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER1505LEOP2","Felidae","Panthera","Leopard",0,0,1376,4083,0,0,0,0,1112,0,0,0,0,0,0,0,0,4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER1505LEOP3","Felidae","Panthera","Leopard",0,0,1853,7357,71,0,0,0,482,0,0,1540,0,0,0,0,0,3493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER1505LEOP4","Felidae","Panthera","Leopard",0,638,756,10956,0,0,0,0,875,0,0,132,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER1505LOEF3","Canidae","Otocyon","Loeffelhund",0,0,3401,662,0,0,0,0,527,0,0,815,0,0,0,277,0,4417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER1505PAND3","Ailuridae","Ailurus","Roter_Panda",0,996,0,9439,0,0,1232,0,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER1505PAND4","Ailuridae","Ailurus","Roter_Panda",0,91,15,2519,0,0,1290,0,3697,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BER1505SEEL3","Felidae","Panthera","Schneeleopard",0,23,3046,1005,0,0,37,0,365,0,0,1531,0,0,0,0,0,3869,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ELEN1","Bovidae","Tragelaphus","Elenantilope",49,26,3547,4309,0,36,16,740,0,971,0,76,0,767,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ELEN2","Bovidae","Tragelaphus","Elenantilope",0,0,1789,1837,0,33,0,472,0,694,0,67,0,622,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ELEN3","Bovidae","Tragelaphus","Elenantilope",0,0,1151,1039,0,33,0,399,0,141,0,0,22,250,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ELEN4","Bovidae","Tragelaphus","Elenantilope",0,0,613,468,0,0,46,69,0,207,0,24,0,171,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ELEN5","Bovidae","Tragelaphus","Elenantilope",0,0,1683,2078,0,0,326,249,0,693,0,0,16,788,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603GIRA1","Giraffidae","Giraffa","Giraffe",33,10,3115,4168,31,59,70,0,0,813,0,69,109,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603GIRA2","Giraffidae","Giraffa","Giraffe",0,41,2885,1852,0,0,36,0,0,390,0,41,0,210,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",0,0,1398,426,0,0,0,0,0,100,97,14,0,324,0,38,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603OKAP1","Giraffidae","Okapia","Okapi",0,0,2063,3136,0,0,106,0,0,303,0,62,26,1508,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603OKAP2","Giraffidae","Okapia","Okapi",0,0,442,360,0,0,0,0,0,89,0,0,0,414,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603WILD1","Canidae","Lycaon","Wildhund",0,0,274,5138,0,0,473,0,15,0,0,21,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603WILD2","Canidae","Lycaon","Wildhund",0,0,39,3418,0,0,577,0,0,0,0,0,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR1","Equidae","Equus","Grevyzebra",0,0,2914,2900,0,65,31,287,65,157,51,157,35,1821,35,117,0,0,102,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR2","Equidae","Equus","Grevyzebra",0,0,298,354,0,0,0,78,30,0,0,0,0,404,0,20,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR3","Equidae","Equus","Grevyzebra",0,0,2228,3150,0,71,0,498,59,399,0,280,26,2586,22,262,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR4","Equidae","Equus","Grevyzebra",48,0,3027,3535,19,0,0,474,0,314,95,321,0,1894,0,0,0,0,12,24,13,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR5","Equidae","Equus","Grevyzebra",17,0,859,428,0,0,0,96,0,78,16,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ0603ZEBR6","Equidae","Equus","Grevyzebra",0,0,1246,1437,0,0,53,222,0,57,0,79,0,1239,0,0,0,0,39,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN1","Bovidae","Tragelaphus","Elenantilope",0,45,1427,1907,0,0,243,34,0,1247,0,0,68,193,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN2","Bovidae","Tragelaphus","Elenantilope",0,2384,59,150,48,0,0,0,1369,269,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN3","Bovidae","Tragelaphus","Elenantilope",0,1299,373,29,0,0,0,0,2199,197,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ELEN4","Bovidae","Tragelaphus","Elenantilope",0,1394,681,709,0,0,226,102,822,710,0,0,0,450,0,27,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ERDM1","Herpestidae","Suricata","Erdmaennchen",0,1399,30,4430,0,0,0,0,234,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505ERDM2","Herpestidae","Suricata","Erdmaennchen",0,11663,0,976,0,0,0,0,127,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",0,7392,174,1190,0,0,0,0,0,301,160,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505NASH2","Rhinocerotidae","Diceros","Spitzmaulnashorn",52,30,5594,5430,0,0,55,0,0,890,830,101,90,820,0,48,0,0,0,0,14,43,0,53,46,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505TUSI1","Bovidae","Bos","Watussi",0,5151,705,3095,0,0,172,0,2860,322,56,0,0,31,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505TUSI2","Bovidae","Bos","Watussi",0,2504,4334,9118,93,0,536,18,2059,0,225,74,121,126,0,1442,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505TUSI3","Bovidae","Bos","Watussi",0,954,2738,3969,0,0,444,0,49,0,92,0,0,60,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505WILD1","Canidae","Lycaon","Wildhund",0,787,0,2653,0,0,117,0,2180,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2505WILD2","Canidae","Lycaon","Wildhund",0,4073,0,1143,0,0,0,0,2859,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN1","Bovidae","Tragelaphus","Elenantilope",0,8043,1344,3581,0,0,394,0,888,2095,0,0,154,147,0,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN2","Bovidae","Tragelaphus","Elenantilope",0,7855,1598,3386,269,0,115,149,436,2745,0,0,382,457,0,109,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN3","Bovidae","Tragelaphus","Elenantilope",0,5486,773,1545,260,0,39,41,2124,2799,0,0,259,252,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN4","Bovidae","Tragelaphus","Elenantilope",0,199,3033,3877,0,0,94,434,0,1677,0,0,173,427,0,130,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ELEN5","Bovidae","Tragelaphus","Elenantilope",0,10821,1112,3042,125,0,302,182,417,2351,0,0,131,1512,0,0,1199,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605ERDM1","Herpestidae","Suricata","Erdmaennchen",0,8681,11333,394,0,130,0,0,15236,0,0,0,0,0,0,138,5043,0,0,0,0,0,0,0,0,2612,78,0,0,0,0,0,0,0,0,0
"BEZ2605ERDM2","Herpestidae","Suricata","Erdmaennchen",0,240,2530,3883,0,43,29,0,1095,0,0,470,0,0,0,0,0,2152,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605NASH1","Rhinocerotidae","Diceros","Spitzmaulnashorn",0,558,3194,5306,30,0,55,22,0,361,264,219,0,1402,0,54,0,0,0,0,0,15,44,30,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605NASH2","Rhinocerotidae","Diceros","Spitzmaulnashorn",139,1563,7252,11605,0,0,64,0,0,1582,470,0,174,1017,0,0,0,0,0,0,28,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605TUSI1","Bovidae","Bos","Watussi",58,7354,3710,12999,0,0,397,54,5678,746,81,103,204,138,0,1398,170,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605TUSI2","Bovidae","Bos","Watussi",0,7879,30,4044,0,0,231,0,142,459,0,0,0,0,0,133,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605WILD1","Canidae","Lycaon","Wildhund",0,1665,37,3212,0,0,12,0,6675,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEZ2605WILD2","Canidae","Lycaon","Wildhund",0,1323,352,14192,0,0,450,0,986,0,0,33,0,0,0,0,134,164,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN10","Canidae","Vulpes","Fennek",0,0,5824,2536,0,212,88,0,877,0,0,797,0,0,0,0,0,5523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN11","Canidae","Vulpes","Fennek",0,0,4547,1947,0,147,0,0,1111,0,0,977,0,0,0,0,0,5943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN12","Canidae","Vulpes","Fennek",0,0,3247,1681,0,84,0,0,584,0,0,723,0,0,0,0,0,4092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN13","Canidae","Vulpes","Fennek",0,0,2749,5342,0,348,266,0,626,0,0,287,0,0,0,0,0,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN7","Canidae","Vulpes","Fennek",0,48,3528,3905,0,150,198,0,926,0,0,208,0,0,0,0,0,5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN8","Canidae","Vulpes","Fennek",0,0,3972,1270,0,330,16,0,991,0,0,469,0,0,0,0,0,4548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR0611FENN9","Canidae","Vulpes","Fennek",0,0,2432,1993,0,0,35,0,585,0,0,335,0,0,0,0,0,5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN1","Canidae","Vulpes","Fennek",0,482,2526,5172,0,123,206,0,563,0,0,392,0,0,0,0,0,3177,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN2","Canidae","Vulpes","Fennek",0,299,5532,4388,0,157,45,0,1376,0,0,395,0,0,0,0,0,5077,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN3","Canidae","Vulpes","Fennek",0,990,1363,6357,0,275,293,0,562,0,0,554,0,0,0,0,0,4144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN4","Canidae","Vulpes","Fennek",0,729,1630,4072,0,315,127,0,378,0,0,351,0,0,0,0,0,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN5","Canidae","Vulpes","Fennek",0,1152,1802,6364,0,138,79,0,705,0,0,432,0,0,0,0,0,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAR3010FENN6","Canidae","Vulpes","Fennek",0,1215,1511,5696,96,213,381,0,613,0,0,431,0,0,0,0,0,4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606JAGU1","Felidae","Panthera","Jaguar",0,0,2753,1041,0,0,0,0,1028,0,0,0,0,0,0,0,0,5707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606JAGU2","Felidae","Panthera","Jaguar",0,0,2634,1477,0,0,0,0,370,0,0,82,0,0,0,0,0,1972,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606LEOP1","Felidae","Panthera","Leopard",0,0,1404,3431,164,0,0,0,250,442,0,665,0,0,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606LOEF1","Canidae","Otocyon","Loeffelhund",0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606LOEF2","Canidae","Otocyon","Loeffelhund",0,0,902,204,0,0,0,0,759,0,0,277,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606MAEH1","Canidae","Chrysocyon","Maehnenwolf",0,38,1410,751,0,0,0,0,320,0,0,0,0,0,0,0,0,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DOR0606MAEH2","Canidae","Chrysocyon","Maehnenwolf",0,111,1446,1220,0,0,0,0,2246,0,0,0,0,0,0,0,0,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
